#{"t_start": 1553778721.2222703, "env_id": "Snake-v0"}
r,l,t
20,165,4889.381008
40,329,4896.479576
-10,10,4896.543207
20,49,4899.311471
10,64,4899.764828
30,61,4902.581479
20,39,4902.902232
-10,25,4903.049881
60,263,4909.686354
0,22,4909.822011
-10,1,4909.828813
0,29,4912.544088
-10,12,4912.658044
-10,17,4912.817054
80,436,4923.078962
0,32,4923.275673
20,57,4926.161824
50,213,4929.95451
60,53,4932.864788
0,173,4936.435667
20,57,4939.320405
0,46,4939.593881
0,96,4942.818586
0,268,4949.447437
30,270,4956.07241
-10,38,4956.296972
70,229,4962.720109
70,231,4969.104317
10,80,4971.92843
30,221,4975.961576
30,141,4979.292123
60,90,4982.135742
50,132,4985.530951
50,165,4989.04808
80,101,4992.073031
10,100,4995.100944
20,63,4995.684843
40,64,4998.358253
-10,2,4998.378129
10,50,4998.874644
30,255,5005.306463
20,93,5008.230271
30,96,5011.216739
30,179,5015.071983
50,264,5021.681692
20,141,5025.021817
0,656,5043.659546
-10,167,5047.304774
30,202,5051.338785
-10,9,5051.41053
0,17,5053.656575
30,101,5054.624788
-10,88,5057.492545
30,126,5060.806496
-10,37,5061.185715
40,88,5064.114297
-10,6,5064.167588
30,44,5064.599744
60,196,5070.618051
40,151,5074.042178
0,8,5074.120462
40,99,5077.075843
50,151,5080.520247
80,91,5083.444539
10,44,5083.834962
-10,1,5083.843844
20,35,5084.179229
-10,35,5086.636829
60,263,5093.147857
70,125,5096.301368
0,42,5096.716521
40,85,5099.676268
110,217,5103.804153
20,310,5113.004588
10,60,5113.571311
70,265,5120.231616
100,279,5129.108864
50,158,5132.585766
-10,143,5135.990785
30,237,5142.380049
90,230,5148.832044
30,58,5149.314176
100,217,5155.53339
100,291,5162.355209
40,101,5165.472737
10,53,5165.902818
-10,41,5168.552815
90,233,5172.656267
20,69,5175.501193
20,43,5175.984993
80,224,5184.836575
20,37,5185.192176
70,141,5188.735746
0,19,5191.296175
90,162,5194.912632
-10,10,5194.972733
10,78,5198.016568
60,131,5201.46747
90,194,5205.204982
30,64,5208.083436
0,118,5208.957852
20,77,5211.828347
10,178,5215.537245
60,91,5218.464539
20,56,5221.323573
10,16,5221.424547
90,155,5224.975101
10,103,5228.165487
50,116,5231.399734
20,49,5231.702361
-10,13,5231.779815
10,73,5234.739324
80,152,5238.262122
80,140,5241.711932
40,67,5244.721514
0,28,5244.891753
-10,6,5244.930537
20,59,5245.323074
-10,130,5248.627055
70,181,5254.75245
90,171,5258.326633
20,35,5258.593181
-10,9,5258.670184
50,99,5261.725585
30,77,5264.698791
30,82,5265.255376
70,516,5278.41902
0,6,5278.467971
10,16,5281.079775
0,24,5281.219883
40,113,5284.490889
-10,22,5284.623242
90,273,5291.413887
30,52,5291.745201
10,55,5294.593479
-10,2,5294.604447
20,58,5294.942708
120,328,5304.667245
50,110,5307.921407
30,80,5308.494899
10,191,5314.881254
50,58,5315.417953
-10,28,5317.899362
80,468,5328.519535
0,24,5330.986423
-10,7,5331.028677
0,166,5334.513899
110,436,5344.887551
60,106,5347.902463
90,256,5354.465948
100,252,5360.979284
90,256,5367.494933
20,47,5367.961259
-10,11,5370.364128
0,12,5370.438586
-10,125,5373.660019
40,127,5376.924438
10,469,5387.352472
60,160,5390.96236
40,93,5393.910175
90,177,5400.103643
90,219,5404.44536
-10,12,5404.566587
0,40,5407.257703
80,120,5410.593961
60,221,5414.658776
40,101,5417.889089
-10,9,5417.967582
0,29,5418.264374
10,24,5420.767774
100,179,5424.417212
90,191,5431.066428
10,44,5431.339686
30,42,5431.718424
70,175,5437.823441
70,274,5444.793872
20,235,5451.450542
40,123,5454.888375
100,272,5461.758873
10,38,5461.983831
80,246,5468.803142
50,140,5472.324102
110,450,5483.184641
10,84,5486.109162
60,156,5489.800878
0,40,5492.623105
30,48,5492.97829
20,65,5495.985413
10,129,5499.434564
10,52,5499.799894
-10,8,5499.883225
40,168,5503.636359
0,17,5503.803061
-10,258,5511.286985
0,20,5513.946971
80,322,5521.832075
10,62,5524.721181
40,79,5525.481923
60,165,5531.854816
70,187,5536.068697
30,35,5536.405385
90,155,5540.011698
-10,90,5543.130906
60,165,5546.79291
80,149,5552.554367
30,139,5556.204538
90,153,5559.888556
80,214,5567.13357
20,63,5567.585351
-10,12,5567.695733
60,141,5571.602852
90,152,5575.216018
30,59,5578.108068
-10,27,5578.335527
50,95,5581.538189
-10,10,5581.599633
20,38,5581.977586
30,121,5585.342089
60,114,5588.610349
-10,1,5588.619389
40,62,5591.581557
80,105,5592.385399
10,60,5595.218672
10,55,5595.673052
80,254,5602.568392
150,264,5609.548139
10,24,5612.165426
100,241,5616.528055
20,70,5619.321175
90,227,5626.063956
-10,5,5626.0955
0,34,5626.397522
10,125,5629.870837
0,29,5630.162314
0,68,5633.09147
60,135,5636.60878
-10,38,5636.912655
60,119,5640.262798
-10,10,5640.370374
90,298,5647.420803
-10,28,5649.867977
60,171,5653.504454
-10,31,5653.826266
10,79,5656.664575
50,152,5660.167989
-10,1,5660.177574
150,339,5669.645049
0,64,5670.170928
90,263,5676.848697
80,258,5683.476214
50,109,5686.616292
90,166,5690.463756
100,212,5697.121175
100,219,5703.70423
10,268,5711.343067
140,387,5721.677114
90,280,5728.641448
10,69,5731.591821
100,212,5735.72211
-10,18,5735.917932
-10,92,5739.043144
30,113,5742.342638
20,536,5756.332139
0,106,5759.424497
100,278,5766.945146
20,14,5767.066742
90,185,5773.201932
-10,28,5773.509506
40,105,5776.755773
80,176,5780.531944
60,156,5784.115787
-10,1,5784.123068
50,153,5789.814228
10,45,5790.258612
40,86,5793.160595
0,30,5793.445849
50,88,5796.40981
90,127,5799.598069
-10,7,5799.658896
140,189,5803.455966
100,364,5813.124545
110,210,5819.245667
-10,10,5819.305474
40,130,5822.657764
-10,5,5822.727885
100,211,5826.823354
0,20,5829.184639
10,57,5829.667843
90,288,5836.575156
10,51,5839.342727
40,86,5840.220513
-10,51,5842.934012
70,258,5850.117278
0,12,5850.244564
0,122,5853.570873
10,70,5854.233086
30,139,5857.785912
0,32,5860.16791
-10,4,5860.198169
20,113,5863.513063
-10,30,5863.787019
0,15,5863.941399
10,75,5864.691178
-10,25,5867.124352
30,60,5867.702752
50,756,5888.67395
-10,16,5888.846681
40,297,5897.98313
20,85,5898.799086
10,120,5902.073372
0,51,5904.701801
-10,7,5904.761173
0,31,5905.073072
0,26,5905.324448
-10,63,5905.998074
20,38,5908.992708
-10,12,5909.1146
0,88,5912.181376
20,148,5915.827904
30,62,5916.473931
10,266,5923.595625
20,33,5926.166529
0,58,5926.731148
50,386,5937.286706
20,45,5937.727716
-10,11,5937.838917
0,15,5940.006419
50,309,5946.925607
-10,10,5947.027944
10,226,5953.605779
0,15,5953.762948
0,26,5953.979221
50,154,5957.672592
-10,7,5957.732972
60,247,5964.09959
0,80,5966.802065
-10,22,5966.995448
10,77,5969.74088
-10,7,5969.815245
-10,1,5969.825621
20,215,5980.260888
0,34,5980.590431
90,199,5986.947139
-10,11,5987.040909
50,109,5990.353914
30,332,5999.780443
-10,19,5999.895462
30,684,6016.601733
-10,14,6016.74251
0,137,6020.119128
-10,118,6023.234514
20,154,6026.859784
0,143,6030.433021
0,32,6032.906756
30,59,6033.424074
0,482,6046.601388
0,29,6046.87377
20,538,6060.398102
60,188,6066.242077
40,53,6066.689817
-10,22,6066.893375
-10,806,6089.114638
20,52,6089.499155
-10,3,6089.523177
0,29,6089.757488
-10,36,6092.290812
60,469,6102.67619
60,309,6112.026386
40,86,6112.657105
60,193,6119.698038
50,876,6143.500186
60,108,6146.685152
0,33,6146.877955
80,244,6153.39265
-10,187,6157.164019
-10,16,6157.327027
-10,25,6159.830107
0,53,6160.157853
40,96,6163.246897
-10,1,6163.252716
80,232,6169.62364
20,47,6169.89839
40,127,6173.217735
-10,10,6173.300892
50,72,6176.205267
120,315,6183.175627
50,116,6186.527284
0,72,6187.201859
50,108,6190.365842
70,190,6196.388686
100,265,6203.038836
80,85,6206.026782
90,121,6207.048426
120,224,6213.257832
70,139,6216.666083
-10,32,6219.171037
70,167,6222.664228
30,37,6222.972852
60,63,6225.820722
50,97,6226.65894
20,83,6229.654538
20,85,6232.561778
20,95,6233.4242
50,87,6236.310479
90,173,6239.925081
50,176,6245.817302
50,170,6249.397475
40,86,6252.260202
60,236,6258.695653
20,24,6258.920827
90,455,6269.413067
60,158,6275.050138
-10,28,6275.251155
60,134,6278.582177
10,45,6278.997136
120,219,6285.217211
40,52,6285.762602
-10,13,6285.881247
60,95,6288.942681
100,283,6295.756652
80,156,6301.434491
70,133,6304.710752
90,161,6308.301228
110,280,6315.007792
-10,14,6315.143938
90,116,6318.328083
20,76,6321.098062
80,181,6324.851887
20,63,6327.542721
110,318,6334.839803
0,24,6335.068667
-10,312,6344.214482
70,120,6347.369027
10,20,6347.564519
130,289,6354.448689
90,202,6360.52882
30,88,6361.379355
-10,12,6361.499163
40,66,6364.198725
30,69,6366.956133
110,278,6373.685564
-10,1,6373.692712
20,98,6374.60803
10,68,6377.262092
130,318,6386.593713
50,106,6387.64061
30,104,6390.704971
-10,41,6391.0973
50,150,6396.65783
100,180,6400.426255
10,18,6400.579756
120,196,6406.566771
-10,64,6407.148045
40,112,6410.273937
80,157,6414.021311
30,86,6416.88432
20,86,6419.736617
20,92,6420.545456
40,151,6426.239219
60,291,6433.048495
100,287,6439.818341
100,170,6443.435977
40,215,6449.416226
10,65,6452.144667
0,13,6452.275538
20,64,6452.800367
60,186,6458.761239
140,315,6465.754653
140,236,6471.926884
-10,1,6471.936613
30,124,6475.128474
-10,22,6475.344354
60,180,6481.162171
80,134,6484.533535
40,104,6485.496873
50,296,6494.572219
10,169,6498.224874
-10,172,6501.897958
10,34,6504.275036
10,22,6504.477927
-10,10,6504.561944
170,421,6514.769851
10,31,6515.030755
130,343,6524.242769
-10,13,6524.368956
40,70,6527.108807
-10,4,6527.136411
20,52,6527.603134
30,45,6530.159923
-10,59,6530.645658
10,478,6543.528052
40,125,6546.714185
0,19,6546.903514
50,61,6547.432843
80,128,6550.697029
60,134,6554.02417
50,83,6556.853283
40,33,6557.150234
20,42,6559.705493
80,154,6563.125519
50,128,6566.41074
90,371,6576.089339
110,302,6583.027101
10,17,6583.208927
-10,250,6590.20327
70,226,6596.831624
130,525,6610.631936
425
70,90,6472.511729
0,28,6474.798493
-10,12,6474.926323
40,66,6475.557636
50,136,6478.929517
30,69,6481.612229
140,283,6488.497904
-10,1,6488.504789
10,65,6491.155869
70,102,6492.115011
50,107,6495.274393
50,195,6501.23568
40,103,6504.234552
-10,2,6504.249307
-10,7,6504.312078
0,33,6504.636743
60,72,6505.260849
50,292,6514.27267
10,343,6521.507096
10,47,6523.955286
80,226,6530.199365
20,119,6531.284789
-10,49,6533.752852
70,159,6537.318875
40,134,6540.739927
130,214,6546.904536
50,70,6547.511269
40,140,6550.882598
20,58,6553.505452
-10,15,6553.62969
100,327,6562.975323
30,81,6563.66468
90,178,6569.549906
120,469,6580.033358
150,381,6590.376664
-10,9,6590.459722
160,310,6600.088098
50,124,6603.562939
140,333,6610.937987
2.918628
100,343,6570.134726
120,260,6576.59524
150,445,6589.688297
30,78,6590.452681
30,48,6593.205647
20,59,6593.643762
0,21,6593.839439
0,32,6596.573878
120,265,6603.491003
90,286,6610.539508
70,163,6614.131342
0,149,6491.881884
0,18,6492.058315
30,135,6495.484201
60,1090,6524.114316
60,93,6527.029488
0,42,6527.434254
-10,1,6527.442256
30,69,6530.184188
30,70,6530.779265
50,79,6533.571503
20,52,6534.019006
10,107,6537.133601
0,36,6537.452347
30,87,6540.422233
10,21,6540.630918
30,138,6544.039381
60,180,6549.856202
-10,40,6550.183031
-10,1,6550.192235
-10,1,6550.204807
30,67,6550.809963
110,389,6560.637072
60,75,6563.431289
80,269,6570.053473
10,206,6576.123471
60,125,6579.47415
100,252,6586.119423
50,337,6593.835926
10,45,6596.650759
-10,7,6596.694087
70,301,6603.84307
20,57,6606.835077
70,108,6607.632885
60,201,6613.964732
