#{"t_start": 1553778789.3029547, "env_id": "Snake-v0"}
r,l,t--1.2,14,2.955562
-10.1,2,32.451454
-10,1,32.461149
-10,1,32.469926
-10,1,3-11.5,16,3-12.6,27,35.045794
-11.2,13,35.121592
-10.9,10,35.185496
-11.9,20,35.31209
-10.8,9,35.371327
-10.4,5,35.416886
-10.4,5,35.468151
-10.1,2,35.483078
-10.1,2,35.50204
-12.4,25,35.734691
-10.9,10,35.838601
-2.4,26,38.411396
-10.7,8,38.466405
-1.0,12,38.548971
-11.0,11,38.622696
-10.1,2,38.636195
--11.3,14,38.728573
-11.9,20,38.89-15.2,53,39.130007
-10.3,-2.5,27,39.243243
-0.8,10,41.74-11.5,-11.0,11,41.81-11.4,15,41.854853
-11.1,12,41.925406
-10.2,3,41.945603
-10.2,3,41.965338
-10.2,3,41.982899
-12.2,23,42.147884
-11.5,16,42.31012
-3.6,38,42.688742
-10.3,4,42.726244
-10,1,42.734853
-11.2,13,45.279623
-10,1,45.285185
-10.3,4,45.310837
-12.3,24,45.454181
-1.2,14,45.578977
-10.2,3,45.600966
--14.3,44,45.676823-1-11.8,19,45.866273
-10.7,8,45.946454
-12.1,22,46.170156-2-11.8,19,48.750109
-11.2,13,48.840072
-10.6,7,48.8870-14.1,42,49.17909
-14.3,44,49.558709
-13.0,31,49.623905-13.0,31,52.125408-5.0,52,52.34624
-5.1,53,52.876763
-11.9,20,53.099905
-10.1,2,53.125879
-10.8,9,53.212992
-10.3,4,53.253209
-11.4,15,55.51557
-1.5,17,55.701943
-10.4,5,55.759294
-11.0,11,55.853051
-10.8,9,55.950192
-11.7,18,56.130585
-10.7,8,56.210874
-10.5,6,56.281157
-10.8,9,56.388484
-10,1,56.393803
-12.0,21,56.606176
-10.5,6,56.660896
-11.9,20,58.951877
-0.9,11,59.068077
-13.1,32,59.376436
-12.2,23,59.576899
-12.6,27,59.855003
-10.7,8,59.929631
-10.1,2,59.951169
-10.2,3,59.984377
-2.9,31,62.275866
-12.2,23,62.4946
-10.3,4,62.540555
-11.2,13,62.65889
-10.8,9,62.747062
-13.9,40,63.15144
-11.1,12,63.270016
-10,1,63.280894
-11.1,12,65.553823
-10.4,5,65.595817
-10.2,3,65.630892
-10.1,2,65.649315
-10.-13.8,39,65.706-12.2,23,65.897601
-10.-13.6,37,66.184882
-11.5,16,66.336771
-10.6,7,66.403835
-10,1,66.420484
-10.1,2,66.44413
-10.5,6,66.506454
-11.6,17,66.664136
-11.3,14,68.836159
-1.7,19,69.009579
-10.2,3,69.034446
-10.3,4,69.06-14.5,46,69.242696
-4.0,42,69.642771
-12.2,23,69.885156
-10.2,3,69.908141
-10,1,69.917729
-10.4,5,69.967589
-10,1,69.978274
-10.7,8,72.206869
-10.2,3,72.24549
-10.7,8,72.31-15.7,58,72.716889
-10.8-13.8,39,72.796961
-11.3,14,72.9-11.3,-10,1,72.93497-10-14.4,45,73.365595
6.5,38,75.780352
-10.3,4,75.824791
-10,1,75.834469
-12.5,26,76.067424
-10,1,76.077517
-12.6,27,76.337595
-2.5,27,76.564227
-10.4,5,78.684214
-11.8,19,78.830981
-10.1,2,78.844928
-12.1,22,79.072934
-12.1,22,79.276141
-12.1,22,79.47424
-11.0,11,79.600893
-5.0,52,82.140529
-10.3,4,82.191113
-10,1,82.197957
-10,1,82.206746
-12.3,24,82.445251
-10.3,4,82.482623
-10,1,82.493185
-11.0,11,82.583688
-12.4,25,82.854246
-15.0,51,85.444215
-13.3,34,85.755515
-13.3,34,86.065146
-1.9,21,86.252346
-10.6,7,86.314132
-12.7,28,88.638276
-10.3,4,88.67764
-10,1,88.686252
-12.3,24,88.907724
-10.2,3,88.928305
-10.1,2,88.949181
-11.2,13,89.079053
-4.5,47,89.516083
-10.3,4,89.567567
-10,1,89.580902
-10.1,2,89.599654
-11.9,20,91.927072
-14.7,48,92.420924
-10.2,3,92.448881
-12.8,29,92.738502
-14.3,44,95.198897
-12.8,29,95.451879
-6.9,71,96.133437
-10.6,7,96.206216
-11.5,16,96.365851
-10.1,2,96.389313
-10.1,2,98.456304
-10.8,9,98.559518
-11.8,19,98.744229
-10,1,98.752572
-1.9,21,98.942989
-12.5,26,99.185009
-11.1,12,99.297856
-10.7,8,99.374868
-11.1,12,99.477517
-10.1,2,99.491422
-16.0,61,102.164382
-12.9,30,102.490865
-10.1,2,102.514068
-17.9,80,105.372656
-10.1,2,105.388133
-12.8,29,105.66478
-0.6,8,105.738961
-10.5,6,105.805355
-10.3,4,105.832911
-10.3,4,105.882661
-10.1,2,105.906304
-11.2,13,106.019439
-4.4,46,108.520614
-13.9,40,108.910916
-13.6,37,109.280099
-12.3,24,109.524636
-10.1,2,109.543556
-4.2,44,111.99758
-14.3,44,112.444678
-10.1,2,112.461087
-0.8,10,112.567883
-10,1,112.577432
-11.0,11,112.688397
-12.3,24,112.937509
-17.3,74,115.793917
-14.9,50,116.265862
-10,1,116.281549
-11.6,17,118.531701
-1.2,14,118.666144
-10.8,9,118.752379
-11.4,15,118.885031
-10,1,118.892883
-10,1,118.907457
-12.5,26,119.151372
-10.1,2,119.173973
-10,1,119.180658
-13.5,36,119.522259
-11.6,17,121.772001
-13.7,38,122.125683
-13.9,40,122.51791
-11.1,12,122.636946
-12.1,22,122.849256
5.6,47,125.382459
-13.3,34,125.722299
-11.6,17,125.874267
-10.6,7,125.93323
-10.1,2,125.952603
-11.3,14,126.086935
-10.1,2,126.11245
-13.5,36,128.587414
-12.2,23,128.821761
-10.1,2,128.844616
-13.7,38,129.213217
-10,1,129.224185
-11.5,16,129.404174
-13.2,33,131.786739
-11.9,20,131.973015
-2.0,22,132.175527
-10.9,10,132.26521
-11.5,16,132.420248
-12.8,29,132.717847
-14.2,43,135.65851
-10.9,10,135.763649
-11.5,16,135.92093
-11.9,20,136.135163
-10.1,2,136.150019
-10,1,136.158681
-10.6,7,136.236027
-10,1,136.245361
-10.5,6,136.308159
-13.5,36,136.63483
-3.1,33,139.061069
-5.3,55,139.607943
-10.2,3,139.638232
-11.9,20,139.842946
-10.1,2,139.862653
-11.4,15,139.994563
-11.3,14,142.308765
-10.2,3,142.340319
-13.1,32,142.671106
-10.4,5,142.717308
-10.2,3,142.746046
-12.7,28,143.014608
-11.9,20,143.21756
-10,1,143.227536
-0.2,4,143.259501
-11.2,13,143.337592
-10.5,6,143.375525
-10.5,6,143.413492
-12.9,30,146.026556
-11.4,15,146.174434
-11.3,14,146.31901
-11.4,15,146.466128
-1.1,13,146.610071
-11.5,16,146.723693
-11.0,11,146.797361
-12.7,28,149.278488
-10.9,10,149.38553
-10,1,149.397588
-11.0,11,149.506888
-10.2,3,149.534851
-10,1,149.546465
-10.6,7,149.62347
-11.6,17,149.782615
-10.7,8,149.863124
-11.4,15,149.994395
-11.9,20,150.10979
-10.6,7,150.15449
-10.7,8,150.205375
-10,1,150.211286
-13.1,32,152.687479
-10.7,8,152.767577
-10.1,2,152.780695
-10.1,2,152.803387
-10,1,152.816014
-10.7,8,152.903447
-10.5,6,152.972898
-10.2,3,153.004516
-1.0,12,153.120533
-10.2,3,153.15622
-11.0,11,153.266321
-10.4,5,153.308373
-11.0,11,153.398379
-10.7,8,153.447895
-11.0,11,153.522685
-13.2,33,156.041294
-10.6,7,156.108745
-11.0,11,156.247558
-10.4,5,156.307586
-13.8,39,156.707545
-11.2,13,156.804069
-1.1,13,156.90405
-10,1,156.910701
-10.8,9,156.976478
-10,1,156.984016
-10.2,3,157.005801
-10.1,2,157.020042
-12.2,23,159.562259
-10.5,6,159.610898
-10.8,9,159.702107
-13.3,34,160.026533
-1.1,13,160.166555
-11.8,19,160.331713
-10,1,160.33918
-10.9,10,160.403209
-10.8,9,160.45348
-11.4,15,162.809927
-12.5,26,163.067126
-12.7,28,163.358768
-11.5,16,163.491373
-13.3,34,163.77643
-10,1,163.78279
-10,1,163.792198
-12.2,23,166.18385
-11.6,17,166.358489
-11.1,12,166.474249
-10.5,6,166.533369
-10.1,2,166.554682
-10.9,10,166.65048
-10.5,6,166.724771
-10.2,3,166.746373
-10.4,5,166.790128
-10.8,9,166.872229
-10.6,7,166.945244
-1.6,18,167.060792
-10.9,10,167.127522
-4.6,48,170.160794
-11.9,20,170.389739
-10.6,7,170.448779
-10.1,2,170.465259
-11.0,11,170.593331
-10.5,6,170.655287
-10.3,4,170.69074
-12.3,24,170.918294
-10,1,170.923596
-11.2,13,171.040282
-10.1,2,171.05905
9.0,13,173.52789
-11.1,12,173.650923
-11.3,14,173.791549
-11.2,13,173.912405
-11.1,12,174.02827
-3.3,35,174.356566
-11.8,19,174.48964
-10.9,10,174.553014
-10,1,174.559281
-10.7,8,176.815913
-10,1,176.823989
-11.3,14,176.961077
-0.8,10,177.059349
-11.3,14,177.205398
-11.1,12,177.321793
-10.2,3,177.35611
-12.0,21,177.538812
-11.2,13,177.680066
-11.2,13,177.768635
-11.1,12,177.84189
-11.9,20,180.320229
-10,1,180.327853
-11.8,19,180.531661
-10.7,8,180.612865
-11.2,13,180.751261
-11.8,19,180.952543
-12.0,21,181.18281
-10.4,5,181.21763
-11.8,19,181.412546
-10.1,2,181.424883
-11.0,11,181.494537
-11.1,12,183.942399
-11.5,16,184.098055
-10,1,184.111388
-10.6,7,184.175478
-11.4,15,184.312408
-10.9,10,184.410882
-10.4,5,184.459838
-0.8,10,184.54785
-3.0,32,184.86784
-10.2,3,184.886556
-10.9,10,184.946669
-10.6,7,184.989635
-10.3,4,187.500473
-10.6,7,187.579364
-11.1,12,187.708864
-10.1,2,187.726873
-10.1,2,187.742158
-10.3,4,187.773249
-10.3,4,187.809298
-10.9,10,187.923113
-11.3,14,188.063124
-10.7,8,188.133512
-10,1,188.142652
-1.1,13,188.274521
-12.3,24,188.479534
-11.8,19,188.59731
-11.2,13,191.104263
-11.0,11,191.224591
-10.5,6,191.281592
-10.7,8,191.355621
-12.9,30,191.667837
-10,1,191.673548
-10,1,191.681642
-10.7,8,191.756325
-10.9,10,191.844213
-11.1,12,191.955097
-10.5,6,192.011007
-11.4,15,192.141981
-11.8,19,194.472698
-10.6,7,194.558665
-10.8,9,194.651232
-12.5,26,194.906825
-10.1,2,194.922192
-11.7,18,195.109493
-10.5,6,195.156782
-10.7,8,195.245274
9.1,12,195.353301
-10.1,2,195.366719
-10,1,195.374389
-12.4,25,195.531584
-10.4,5,195.562541
-10.7,8,197.854286
-11.2,13,197.976975
-10.2,3,198.003168
-10.5,6,198.059783
-10.5,6,198.114949
-10,1,198.121983
-2.4,26,198.369075
-1.4,16,198.542818
-10.5,6,198.585013
-11.0,11,198.695627
-0.9,11,198.769312
-11.1,12,198.842508
-10.3,4,198.868075
-10.6,7,198.910276
-10.8,9,201.27202
-11.0,11,201.390414
-11.8,19,201.582326
-11.2,13,201.692239
-11.2,13,201.816467
-10.1,2,201.838083
-10.6,7,201.892649
-11.3,14,202.007282
-10,1,202.013414
-11.3,14,202.100325
-10.8,9,202.156141
-1.3,15,202.24747
-10.1,2,204.497885
-10,1,204.507784
-10,1,204.517481
-10.5,6,204.577499
-10.1,2,204.596707
-11.2,13,204.726742
-10,1,204.734761
-10.9,10,204.826912
-10.7,8,204.906639
-1.3,15,205.040337
-1.3,15,205.175401
9.3,10,205.272437
-11.9,20,205.395358
-14.2,43,207.914915
-10.8,9,208.01576
-13.6,37,208.368651
-11.0,11,208.477191
-10.6,7,208.557884
-10.8,9,208.694593
-10.9,10,208.764461
-11.4,15,208.855945
-11.2,13,211.187423
-11.8,19,211.388332
-0.1,3,211.420881
-11.2,13,211.547605
-11.2,13,211.674246
-10.8,9,211.76149
-10,1,211.770379
-2.0,22,211.976722
-10.8,9,212.07188
-10.8,9,212.126944
-11.3,14,212.211439
-10.4,5,212.242048
-11.3,14,214.576626
-10.4,5,214.613805
-10,1,214.62659
-11.2,13,214.752912
-10.2,3,214.780481
-10.6,7,214.864355
-10,1,214.872424
-11.5,16,215.032079
-10.9,10,215.117508
-10.6,7,215.185034
-10.3,4,215.229963
-11.6,17,215.374772
-10.9,10,215.473804
-11.0,11,215.545473
-10.5,6,215.583022
-2.8,30,218.047061
-10.5,6,218.115363
-10.2,3,218.153784
-10.1,2,218.174312
-10.2,3,218.196329
-11.4,15,218.340313
-10.5,6,218.407167
-11.4,15,218.554998
-2.7,29,218.838419
-10.8,9,218.935201
-10.9,10,218.997544
-10.7,8,219.05361
-10.6,7,221.387586
-10.4,5,221.442476
-13.1,32,221.76505
-12.3,24,222.001417
-10,1,222.007872
-10.8,9,222.092516
-12.5,26,222.377019
-10.3,4,222.417726
-1.0,12,222.492532
-1.9,21,225.025319
-0.7,9,225.116865
-13.3,34,225.453829
-12.1,22,225.6585
-10,1,225.670862
-10.2,3,225.714225
-14.1,42,226.026052
-11.4,15,228.879951
-12.0,21,229.098989
-10.1,2,229.118812
-12.0,21,229.318283
-1.6,18,229.525847
-12.2,23,229.663927
-1.7,19,229.786885
-1.5,17,229.895419
-11.2,13,232.461174
-12.1,22,232.730289
-10,1,232.736591
-11.0,11,232.836341
-11.9,20,233.027963
-10,1,233.034171
-10.2,3,233.068753
-10.5,6,233.119121
-10.3,4,233.149849
-10.8,9,233.218599
-11.3,14,233.319446
-10.8,9,233.37195
-10.8,9,233.442566
-1.1,13,236.036794
-13.4,35,236.368235
-10.1,2,236.394943
-10.7,8,236.47141
-11.0,11,236.581913
-12.3,24,236.725855
-11.6,17,236.825997
-10,1,236.83298
-10.1,2,236.845272
-10.4,5,236.877058
-10.3,4,236.900438
-11.2,13,236.976995
-11.6,17,239.564552
-10,1,239.574613
-10.2,3,239.59663
-12.1,22,239.822111
-10.7,8,239.876031
-11.8,19,240.022659
-10.1,2,240.035602
-11.1,12,240.110834
-10.3,4,240.135848
-11.6,17,240.24025
-11.6,17,240.343855
-10.1,2,240.356797
-10.6,7,242.715851
-11.1,12,242.816777
-10.1,2,242.830724
-11.1,12,242.942103
-0.5,7,243.019581
-0.9,11,243.131318
-10.9,10,243.233479
-1.2,14,243.367559
-1.5,17,243.474725
-10.1,2,243.487918
-10.8,9,243.54696
-1.1,13,243.62937
-11.4,15,243.720863
-10.8,9,246.136435
-10.3,4,246.176857
-10.4,5,246.218739
-11.1,12,246.335057
-10.4,5,246.389088
-10.7,8,246.463748
-11.2,13,246.59656
-11.3,14,246.738386
-10.2,3,246.772369
-11.4,15,246.865639
-10.3,4,246.890308
-10.3,4,246.915015
-1.0,12,246.984244
-11.9,20,247.11003
-11.0,11,249.663344
-11.5,16,249.797446
-11.4,15,249.954161
-10.6,7,250.018323
-10.9,10,250.110924
-10.9,10,250.180205
-11.0,11,250.248336
-10.9,10,250.307405
-10.7,8,250.352005
-11.3,14,250.43934
-10.2,3,250.457575
-10,1,250.463773
-10.1,2,250.47572
-10.6,7,250.526866
-10.5,6,252.912666
-10,1,252.922479
-10.7,8,253.019097
-10.1,2,253.041626
-10.9,10,253.129297
-10.6,7,253.218514
-10.1,2,253.235445
-10.2,3,253.263717
-10.3,4,253.304103
-10.3,4,253.335508
-11.2,13,253.466926
-1.4,16,253.57207
-10.1,2,253.583823
-10.8,9,253.640403
-11.8,19,253.762726
-10.9,10,253.825623
-11.7,18,256.355501
-11.2,13,256.487889
-10.2,3,256.517256
-11.9,20,256.724643
-10.1,2,256.738973
-11.1,12,256.860512
-10.2,3,256.880291
-10,1,256.885301
-10.6,7,256.924732
-10.1,2,256.937498
-0.2,4,256.965103
-10,1,256.970921
-11.0,11,257.046019
-10.1,2,257.059111
-11.8,19,257.183042
-12.9,30,259.824286
-10.6,7,259.901302
-10.6,7,259.968048
-10.8,9,260.06769
-10,1,260.079508
-10.4,5,260.131839
-10,1,260.141808
-10.1,2,260.156476
-11.6,17,260.319207
-10.3,4,260.345751
-12.3,24,260.503402
-10.2,3,260.520967
-10.8,9,260.575325
-10.4,5,260.605113
-10.5,6,260.644234
-10.1,2,260.655561
-1.2,14,260.751874
-11.0,11,263.410795
-11.5,16,263.571637
-11.7,18,263.754953
-12.5,26,263.941599
-10.1,2,263.954059
-10.1,2,263.966913
-11.1,12,264.040601
-10.5,6,264.091367
-10.8,9,264.190745
-10,1,264.200097
-10.6,7,264.255263
-10.7,8,264.331699
-10.5,6,264.372808
-12.1,22,267.197443
-11.4,15,267.353251
8.6,17,267.501413
-10.8,9,267.556164
-11.6,17,267.666507
-11.1,12,267.74155
-10,1,267.748331
-10.3,4,267.774629
-10.7,8,267.825887
-10,1,267.832652
-10.1,2,267.844871
-11.9,20,267.965829
-10.3,4,267.990821
-10.8,9,270.751754
8.2,21,270.970537
-12.5,26,271.213907
-10.8,9,271.269451
-11.1,12,271.341994
-10.1,2,271.354868
-10,1,271.364801
-10.9,10,271.437752
-11.3,14,271.527443
-10.7,8,271.574877
-10.6,7,271.62267
-11.1,12,271.711652
-10.8,9,274.240881
-12.0,21,274.419291
-11.3,14,274.566441
-12.0,21,274.716184
-10.4,5,274.746078
-11.0,11,274.814151
-10.1,2,274.82619
-10,1,274.833773
-10,1,274.839903
-11.5,16,274.937763
-10.4,5,274.96724
-1.6,18,275.083403
-1.5,17,277.643653
-10.1,2,277.670109
-11.3,14,277.798316
-11.5,16,277.967535
-11.9,20,278.109054
-10.7,8,278.157488
-10.9,10,278.219477
-11.1,12,278.295344
-11.0,11,278.363439
-10.9,10,278.425735
-10.8,9,278.479465
-12.1,22,281.037147
-11.6,17,281.219827
-11.4,15,281.362335
-1.1,13,281.43772
-0.6,8,281.48796
-11.0,11,281.556484
-11.4,15,281.645978
-10.1,2,281.66027
-10.1,2,281.672986
-11.4,15,281.768274
-10.7,8,281.816833
-11.0,11,284.317474
-10,1,284.327548
-11.9,20,284.545262
-10.2,3,284.568999
-10.9,10,284.672285
-10.7,8,284.74788
-0.2,4,284.783173
-10.1,2,284.796248
-10.5,6,284.830765
-10.9,10,284.892843
-10.2,3,284.911045
-10.3,4,284.939026
-10.1,2,284.950714
-11.0,11,285.016669
-10,1,285.023007
-10.3,4,285.047153
-11.5,16,285.144204
-10.9,10,285.205528
-10,1,285.213431
-10.2,3,285.231073
-10.4,5,285.262018
-10.6,7,287.736434
-10.9,10,287.831448
-10.7,8,287.90184
-10.5,6,287.97219
-10.5,6,288.030255
-11.5,16,288.153668
-11.2,13,288.234092
-2.3,25,288.384992
-10.3,4,288.409918
-11.5,16,288.506692
-10,1,288.51384
-1.8,20,291.041213
-10.7,8,291.128829
-11.7,18,291.300929
-11.9,20,291.46312
-11.3,14,291.548216
-10.8,9,291.601473
-1.2,14,291.685906
-11.0,11,291.752342
-10.1,2,291.764636
-2.4,26,291.922024
-10.1,2,291.933475
-10.9,10,294.532221
-11.9,20,294.720606
-10.7,8,294.76896
-10.9,10,294.828808
-11.3,14,294.918056
-10,1,294.924712
-10.2,3,294.942672
-11.6,17,295.046966
-11.4,15,295.144028
-11.2,13,295.223178
-11.9,20,297.825281
-11.4,15,297.969913
-10.2,3,297.996763
-10.6,7,298.055126
-11.4,15,298.146063
-10.1,2,298.157634
-11.6,17,298.256698
-11.3,14,298.341296
-10.5,6,298.376868
-11.1,12,298.449259
-11.1,12,298.521023
-10.8,9,298.576015
-10.3,4,298.600437
-10,1,298.607183
-10.5,6,298.644638
-11.0,11,301.152015
-11.2,13,301.273833
-10.9,10,301.377073
-10.1,2,301.390899
-10.7,8,301.479117
-11.1,12,301.554936
-10.8,9,301.610273
-11.2,13,301.717048
-10.8,9,301.771008
-11.0,11,301.836228
-10,1,301.842046
-10,1,301.849225
-11.3,14,301.93578
-11.0,11,302.004151
-10.6,7,304.426111
-10.5,6,304.482382
-11.0,11,304.599857
-10.9,10,304.704969
-11.2,13,304.829103
-1.2,14,304.90688
-12.1,22,305.043492
-10.1,2,305.055062
-11.3,14,305.141978
-10.3,4,305.168745
-10,1,305.177111
-10.4,5,305.209153
-10.8,9,305.261693
-10.1,2,305.274081
-10.3,4,305.298851
-12.1,22,307.914225
-10.9,10,307.998488
-11.0,11,308.105537
-10,1,308.112378
-10,1,308.121143
-10.8,9,308.207577
-11.2,13,308.296313
-11.4,15,308.384602
-10.8,9,308.436583
-12.0,21,308.557764
-2.1,23,308.698508
-11.4,15,311.226816
-10.1,2,311.247113
-0.3,5,311.302965
-10,1,311.309355
-10.7,8,311.390839
-11.0,11,311.504233
-11.3,14,311.646487
-11.3,14,311.731993
-11.7,18,311.840821
-11.6,17,311.944675
-11.0,11,312.011528
-12.4,25,314.551445
-10,1,314.56118
-11.7,18,314.748569
-10,1,314.756843
-10.3,4,314.803771
-10.9,10,314.89881
-1.9,21,315.066604
9.6,7,315.107297
-10.2,3,315.126808
-10,1,315.134372
-10,1,315.141914
-11.4,15,315.237791
-11.1,12,315.311267
-11.2,13,315.39132
-11.4,15,317.818624
-10.2,3,317.848202
-10.7,8,317.941481
-11.4,15,318.090094
-11.8,19,318.269928
-10.9,10,318.343105
-11.1,12,318.416466
-10,1,318.422108
-11.0,11,318.492256
-0.8,10,318.554424
-10.4,5,318.585736
-10.1,2,318.597725
-11.3,14,318.681474
-11.6,17,321.195532
-11.1,12,321.322526
-1.0,12,321.460781
-11.7,18,321.632718
-10.3,4,321.658072
-10.9,10,321.716492
-0.7,9,321.77286
-10.9,10,321.83217
-11.0,11,321.899346
-10.6,7,321.93974
-10,1,321.947084
-11.3,14,322.037381
-10,1,322.044122
-10.2,3,322.06403
-11.4,15,324.504685
-10.4,5,324.564223
-10,1,324.577514
-10.7,8,324.653069
-11.1,12,324.773751
-11.4,15,324.914981
-10.4,5,324.967481
-10,1,324.974237
-10.9,10,325.039953
-11.0,11,325.106385
-10.7,8,325.158374
-10.7,8,325.206755
-10.1,2,325.219104
-10.1,2,325.230351
-11.1,12,325.306434
-13.2,33,327.880435
-10.8,9,327.974654
-10.7,8,328.046113
-10.1,2,328.080877
-10.2,3,328.103792
-10.9,10,328.201799
-1.1,13,328.333984
-11.3,14,328.418499
-10.9,10,328.480612
-10.9,10,328.546185
-10.1,2,328.558031
-11.3,14,328.646348
-11.4,15,328.738889
-10.7,8,328.789176
-10.1,2,328.800991
-11.7,18,331.321907
-12.4,25,331.562773
-10.5,6,331.617908
-10.1,2,331.635637
-11.1,12,331.731547
-10.9,10,331.791097
-10.4,5,331.821032
-11.5,16,331.925389
-10.1,2,331.939193
-10.1,2,331.951194
-11.0,11,332.021546
-11.1,12,332.09672
-12.2,23,334.632991
-11.6,17,334.805306
-1.6,18,334.974014
-10,1,334.988652
-10.2,3,335.028375
-10.9,10,335.091957
-1.3,15,335.185056
-10.2,3,335.204125
-10.1,2,335.215829
-11.3,14,335.302163
-10,1,335.308243
-11.5,16,335.410144
-10.2,3,335.429474
-11.6,17,338.000467
-11.0,11,338.107071
-10.5,6,338.161638
-10.8,9,338.245807
-1.0,12,338.350931
-10.9,10,338.449129
-11.1,12,338.523397
-10.6,7,338.566911
-10.9,10,338.62519
-11.2,13,338.706185
-10.3,4,338.731448
-10.1,2,338.744249
-10.1,2,338.75805
-12.1,22,338.902312
-11.5,16,341.444689
-11.3,14,341.591857
-10,1,341.598665
-11.1,12,341.706478
-11.4,15,341.841942
-11.5,16,341.945118
-10.1,2,341.958549
-11.0,11,342.024309
-11.0,11,342.091949
-10.6,7,342.133987
-1.8,20,342.257114
-11.3,14,344.824592
-10,1,344.833853
-11.6,17,345.000983
-11.0,11,345.110866
-11.1,12,345.241385
-11.2,13,345.342378
-0.8,10,345.403327
-12.1,22,345.534952
-10.3,4,345.561584
-10.2,3,345.58083
-11.7,18,345.68728
-10,1,345.693713
-11.0,11,348.131195
-11.7,18,348.299338
-11.1,12,348.425288
-11.3,14,348.57243
-10.8,9,348.667586
-11.3,14,348.758572
-11.3,14,348.844555
-10,1,348.849683
-10.8,9,348.903997
-11.5,16,348.996678
-12.2,23,351.532222
-10,1,351.541497
-10,1,351.555832
-10,1,351.570177
-11.1,12,351.702794
-11.1,12,351.819481
-11.3,14,351.950786
-1.1,13,352.044927
-10.7,8,352.095003
-11.5,16,352.189881
-10.3,4,352.213862
-11.4,15,352.305823
-10.1,2,352.319279
-2.1,23,354.897944
-11.3,14,355.044032
-10.8,9,355.128931
-1.2,14,355.269408
-10.9,10,355.365884
-10.1,2,355.380831
-10.3,4,355.405928
-11.2,13,355.489331
-11.2,13,355.57536
-11.1,12,355.645295
-0.8,10,355.707626
-11.0,11,355.773026
-10.9,10,355.835193
-12.8,29,358.563776
-11.7,18,358.749195
-10.8,9,358.828473
-10.2,3,358.84917
-10.9,10,358.910022
-10,1,358.916499
-10.2,3,358.934212
-10.8,9,358.998924
-10.8,9,359.070112
-10.5,6,359.118777
-1.4,16,359.22878
-10.2,3,359.247746
-11.0,11,359.320176
-10.1,2,359.332724
-11.0,11,361.767954
-10.6,7,361.848216
-11.0,11,361.958702
-10.7,8,362.034214
-1.1,13,362.177077
-11.4,15,362.271559
-11.0,11,362.339494
-10.4,5,362.370583
-11.2,13,362.455755
-10.8,9,362.5118
-10,1,362.519022
-11.0,11,362.588692
-11.3,14,362.680391
-10.8,9,365.143501
-10.1,2,365.160829
-10.2,3,365.192723
-10.3,4,365.230927
